"","time","lat","lon","address","site_number","no2","o3","pm25","source","year","month","day"
"382","2020-01-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038353,NA,"EPA",2020,1,23
"383","2020-01-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038118,NA,"EPA",2020,1,24
"384","2020-01-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036412,NA,"EPA",2020,1,25
"385","2020-01-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037647,NA,"EPA",2020,1,26
"386","2020-01-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032118,NA,"EPA",2020,1,27
"387","2020-01-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031118,NA,"EPA",2020,1,28
"388","2020-01-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032706,NA,"EPA",2020,1,29
"389","2020-01-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.028235,NA,"EPA",2020,1,30
"390","2020-01-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036176,NA,"EPA",2020,1,31
"391","2020-02-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031235,NA,"EPA",2020,2,1
"392","2020-02-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.03,NA,"EPA",2020,2,2
"393","2020-02-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.024882,NA,"EPA",2020,2,3
"394","2020-02-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029647,NA,"EPA",2020,2,4
"395","2020-02-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030353,NA,"EPA",2020,2,5
"396","2020-02-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034706,NA,"EPA",2020,2,6
"397","2020-02-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036059,NA,"EPA",2020,2,7
"398","2020-02-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037412,NA,"EPA",2020,2,8
"399","2020-02-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032588,NA,"EPA",2020,2,9
"400","2020-02-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.028353,NA,"EPA",2020,2,10
"401","2020-02-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029353,NA,"EPA",2020,2,11
"402","2020-02-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034235,NA,"EPA",2020,2,12
"403","2020-02-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031471,NA,"EPA",2020,2,13
"404","2020-02-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.023588,NA,"EPA",2020,2,14
"405","2020-02-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036118,NA,"EPA",2020,2,15
"406","2020-02-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034588,NA,"EPA",2020,2,16
"407","2020-02-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034471,NA,"EPA",2020,2,17
"408","2020-02-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035882,NA,"EPA",2020,2,18
"409","2020-02-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035176,NA,"EPA",2020,2,19
"410","2020-02-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032091,NA,"EPA",2020,2,20
"411","2020-02-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032765,NA,"EPA",2020,2,21
"412","2020-02-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.025941,NA,"EPA",2020,2,22
"413","2020-02-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035882,NA,"EPA",2020,2,23
"414","2020-02-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043294,NA,"EPA",2020,2,24
"415","2020-02-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037765,NA,"EPA",2020,2,25
"416","2020-02-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037235,NA,"EPA",2020,2,26
"417","2020-02-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041824,NA,"EPA",2020,2,27
"418","2020-02-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042824,NA,"EPA",2020,2,28
"419","2020-02-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036765,NA,"EPA",2020,2,29
"420","2020-03-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035882,NA,"EPA",2020,3,1
"421","2020-03-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034824,NA,"EPA",2020,3,2
"422","2020-03-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040294,NA,"EPA",2020,3,3
"423","2020-03-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037059,NA,"EPA",2020,3,4
"424","2020-03-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041059,NA,"EPA",2020,3,5
"425","2020-03-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043529,NA,"EPA",2020,3,6
"426","2020-03-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049412,NA,"EPA",2020,3,7
"427","2020-03-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.03,NA,"EPA",2020,3,8
"428","2020-03-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039824,NA,"EPA",2020,3,9
"429","2020-03-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032647,NA,"EPA",2020,3,10
"430","2020-03-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031059,NA,"EPA",2020,3,11
"431","2020-03-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035176,NA,"EPA",2020,3,12
"432","2020-03-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.023059,NA,"EPA",2020,3,13
"433","2020-03-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.028294,NA,"EPA",2020,3,14
"434","2020-03-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.019824,NA,"EPA",2020,3,15
"435","2020-03-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.024706,NA,"EPA",2020,3,16
"436","2020-03-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.014588,NA,"EPA",2020,3,17
"437","2020-03-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030941,NA,"EPA",2020,3,18
"438","2020-03-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034353,NA,"EPA",2020,3,19
"439","2020-03-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033,NA,"EPA",2020,3,20
"440","2020-03-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029059,NA,"EPA",2020,3,21
"441","2020-03-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036824,NA,"EPA",2020,3,22
"442","2020-03-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.028412,NA,"EPA",2020,3,23
"443","2020-03-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046647,NA,"EPA",2020,3,24
"444","2020-03-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038059,NA,"EPA",2020,3,25
"445","2020-03-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.025118,NA,"EPA",2020,3,26
"446","2020-03-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035412,NA,"EPA",2020,3,27
"447","2020-03-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047,NA,"EPA",2020,3,28
"448","2020-03-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040882,NA,"EPA",2020,3,29
"449","2020-03-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039118,NA,"EPA",2020,3,30
"450","2020-03-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037529,NA,"EPA",2020,3,31
"451","2020-04-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042412,NA,"EPA",2020,4,1
"452","2020-04-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032529,NA,"EPA",2020,4,2
"453","2020-04-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.033,NA,"EPA",2020,4,3
"454","2020-04-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031118,NA,"EPA",2020,4,4
"455","2020-04-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.026118,NA,"EPA",2020,4,5
"456","2020-04-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036824,NA,"EPA",2020,4,6
"457","2020-04-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040118,NA,"EPA",2020,4,7
"458","2020-04-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.052353,NA,"EPA",2020,4,8
"459","2020-04-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043706,NA,"EPA",2020,4,9
"460","2020-04-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044412,NA,"EPA",2020,4,10
"461","2020-04-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043412,NA,"EPA",2020,4,11
"462","2020-04-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035235,NA,"EPA",2020,4,12
"463","2020-04-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.036941,NA,"EPA",2020,4,13
"464","2020-04-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035588,NA,"EPA",2020,4,14
"465","2020-04-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041647,NA,"EPA",2020,4,15
"466","2020-04-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041,NA,"EPA",2020,4,16
"467","2020-04-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042,NA,"EPA",2020,4,17
"468","2020-04-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034882,NA,"EPA",2020,4,18
"469","2020-04-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048412,NA,"EPA",2020,4,19
"470","2020-04-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045706,NA,"EPA",2020,4,20
"471","2020-04-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045824,NA,"EPA",2020,4,21
"472","2020-04-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048,NA,"EPA",2020,4,22
"473","2020-04-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.052471,NA,"EPA",2020,4,23
"474","2020-04-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043471,NA,"EPA",2020,4,24
"475","2020-04-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047824,NA,"EPA",2020,4,25
"476","2020-04-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045176,NA,"EPA",2020,4,26
"477","2020-04-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050765,NA,"EPA",2020,4,27
"478","2020-04-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048294,NA,"EPA",2020,4,28
"479","2020-04-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.053412,NA,"EPA",2020,4,29
"480","2020-04-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049176,NA,"EPA",2020,4,30
"481","2020-05-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050471,NA,"EPA",2020,5,1
"482","2020-05-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.058118,NA,"EPA",2020,5,2
"483","2020-05-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050882,NA,"EPA",2020,5,3
"484","2020-05-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.051529,NA,"EPA",2020,5,4
"485","2020-05-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049,NA,"EPA",2020,5,5
"486","2020-05-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.052647,NA,"EPA",2020,5,6
"487","2020-05-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.05625,NA,"EPA",2020,5,7
"488","2020-05-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046176,NA,"EPA",2020,5,8
"489","2020-05-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050235,NA,"EPA",2020,5,9
"490","2020-05-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045176,NA,"EPA",2020,5,10
"491","2020-05-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039471,NA,"EPA",2020,5,11
"492","2020-05-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031647,NA,"EPA",2020,5,12
"493","2020-05-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049941,NA,"EPA",2020,5,13
"494","2020-05-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044176,NA,"EPA",2020,5,14
"495","2020-05-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046941,NA,"EPA",2020,5,15
"496","2020-05-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050176,NA,"EPA",2020,5,16
"497","2020-05-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050765,NA,"EPA",2020,5,17
"498","2020-05-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.052118,NA,"EPA",2020,5,18
"499","2020-05-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050588,NA,"EPA",2020,5,19
"500","2020-05-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037235,NA,"EPA",2020,5,20
"501","2020-05-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.054235,NA,"EPA",2020,5,21
"502","2020-05-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.054647,NA,"EPA",2020,5,22
"503","2020-05-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048706,NA,"EPA",2020,5,23
"504","2020-05-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.051529,NA,"EPA",2020,5,24
"505","2020-05-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030059,NA,"EPA",2020,5,25
"506","2020-05-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046059,NA,"EPA",2020,5,26
"507","2020-05-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047941,NA,"EPA",2020,5,27
"508","2020-05-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.053471,NA,"EPA",2020,5,28
"509","2020-05-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048294,NA,"EPA",2020,5,29
"510","2020-05-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047882,NA,"EPA",2020,5,30
"511","2020-05-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049765,NA,"EPA",2020,5,31
"512","2020-06-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046941,NA,"EPA",2020,6,1
"513","2020-06-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040588,NA,"EPA",2020,6,2
"514","2020-06-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048471,NA,"EPA",2020,6,3
"515","2020-06-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044706,NA,"EPA",2020,6,4
"516","2020-06-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047059,NA,"EPA",2020,6,5
"517","2020-06-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041118,NA,"EPA",2020,6,6
"518","2020-06-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048706,NA,"EPA",2020,6,7
"519","2020-06-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041353,NA,"EPA",2020,6,8
"520","2020-06-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037412,NA,"EPA",2020,6,9
"521","2020-06-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045941,NA,"EPA",2020,6,10
"522","2020-06-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048235,NA,"EPA",2020,6,11
"523","2020-06-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049059,NA,"EPA",2020,6,12
"524","2020-06-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050882,NA,"EPA",2020,6,13
"525","2020-06-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.054176,NA,"EPA",2020,6,14
"526","2020-06-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050353,NA,"EPA",2020,6,15
"527","2020-06-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037412,NA,"EPA",2020,6,16
"528","2020-06-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040353,NA,"EPA",2020,6,17
"529","2020-06-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045588,NA,"EPA",2020,6,18
"530","2020-06-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042294,NA,"EPA",2020,6,19
"531","2020-06-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040412,NA,"EPA",2020,6,20
"532","2020-06-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042,NA,"EPA",2020,6,21
"533","2020-06-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039588,NA,"EPA",2020,6,22
"534","2020-06-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046059,NA,"EPA",2020,6,23
"535","2020-06-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045143,NA,"EPA",2020,6,24
"536","2020-06-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046941,NA,"EPA",2020,6,25
"537","2020-06-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041353,NA,"EPA",2020,6,26
"538","2020-06-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038353,NA,"EPA",2020,6,27
"539","2020-06-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046059,NA,"EPA",2020,6,28
"540","2020-06-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045412,NA,"EPA",2020,6,29
"541","2020-06-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039765,NA,"EPA",2020,6,30
"542","2020-07-01",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049706,NA,"EPA",2020,7,1
"543","2020-07-02",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040176,NA,"EPA",2020,7,2
"544","2020-07-03",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037588,NA,"EPA",2020,7,3
"545","2020-07-04",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042059,NA,"EPA",2020,7,4
"546","2020-07-05",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047059,NA,"EPA",2020,7,5
"547","2020-07-06",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.045412,NA,"EPA",2020,7,6
"548","2020-07-07",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.044765,NA,"EPA",2020,7,7
"549","2020-07-08",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048824,NA,"EPA",2020,7,8
"550","2020-07-09",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041471,NA,"EPA",2020,7,9
"551","2020-07-10",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039,NA,"EPA",2020,7,10
"552","2020-07-11",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.049529,NA,"EPA",2020,7,11
"553","2020-07-12",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042471,NA,"EPA",2020,7,12
"554","2020-07-13",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042529,NA,"EPA",2020,7,13
"555","2020-07-14",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048353,NA,"EPA",2020,7,14
"556","2020-07-15",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.055235,NA,"EPA",2020,7,15
"557","2020-07-16",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042118,NA,"EPA",2020,7,16
"558","2020-07-17",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039412,NA,"EPA",2020,7,17
"559","2020-07-18",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039941,NA,"EPA",2020,7,18
"560","2020-07-19",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041471,NA,"EPA",2020,7,19
"561","2020-07-20",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035765,NA,"EPA",2020,7,20
"562","2020-07-21",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.042294,NA,"EPA",2020,7,21
"563","2020-07-22",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.041176,NA,"EPA",2020,7,22
"564","2020-07-23",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038,NA,"EPA",2020,7,23
"565","2020-07-24",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.039353,NA,"EPA",2020,7,24
"566","2020-07-25",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035706,NA,"EPA",2020,7,25
"567","2020-07-26",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.031706,NA,"EPA",2020,7,26
"568","2020-07-27",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043176,NA,"EPA",2020,7,27
"569","2020-07-28",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.047059,NA,"EPA",2020,7,28
"570","2020-07-29",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.050941,NA,"EPA",2020,7,29
"571","2020-07-30",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.048706,NA,"EPA",2020,7,30
"572","2020-07-31",34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.046882,NA,"EPA",2020,7,31
